date,lunar_year,phase,month,event,season,s_num,s_total,u_days,m_days,av,calendar,status,comments
2004-12-11,2548,new,1,,hemanta,1,8,15,30,0,mahanikaya,predicted,
2004-12-26,2548,full,1,,hemanta,2,8,15,30,0,mahanikaya,predicted,
