date,lunar_year,phase,month,event,season,s_num,s_total,u_days,m_days,av,calendar,status,comments
2009-02-09,2552,full,,magha,,,,,,,,,bot.or.th
2009-05-08,2552,full,,visakha,,,,,,,,,bot.or.th
2009-07-07,2552,full,,asalha,,,,,,,,,bot.or.th
