date,lunar_year,phase,month,event,season,s_num,s_total,u_days,m_days,av,calendar,status,comments
1992-02-18,2535,full,,magha,,,,,,,,,bot.or.th
1992-05-18,2535,full,,visakha,,,,,,,,,bot.or.th: Wisakha Bucha Day (Substitution Day)
1992-07-15,2535,full,,asalha,,,,,,,,,bot.or.th
