date,lunar_year,phase,month,event,season,s_num,s_total,u_days,m_days,av,calendar,status,comments
2006-02-13,2549,full,,magha,,,,,,,,,bot.or.th
2006-05-12,2549,full,,visakha,,,,,,,,,bot.or.th
2006-07-11,2549,full,,asalha,,,,,,,,,bot.or.th
